Test (2B): leader backs up quickly over incorrect follower logs ...
000000 VOTE Server 1 started election for term 1
000014 VOTE Server 0 received requestVote | term: 1, candidateId: 1, lastLogIndex: 0, lastLogTerm: 0
049695 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
049695 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 20
049697 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
049699 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 19, prevLogTerm: 3, leaderCommit: 19, entries: 0
049893 LOG1 Server 4 received command 5596193686475453709 | term: 3, index: 20
050696 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
050697 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 21
050700 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
050700 APND Server 4 sending appendEntries to 0 | nextIndex: 20, logLength: 21
050704 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 21
050707 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
050708 APND Server 4 sending appendEntries to 3 | nextIndex: 20, logLength: 21
050708 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 19, prevLogTerm: 3, leaderCommit: 19, entries: 1
050710 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
050714 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 19, prevLogTerm: 3, leaderCommit: 19, entries: 1
051040 VOTE Server 2 started election for term 10
051712 APND Server 4 sending appendEntries to 3 | nextIndex: 21, logLength: 21
051714 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 21
051714 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
051716 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 21
051719 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
051721 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
051722 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 20, prevLogTerm: 3, leaderCommit: 20, entries: 0
051725 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
051725 APND Server 4 sending appendEntries to 0 | nextIndex: 21, logLength: 21
051732 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 20, prevLogTerm: 3, leaderCommit: 20, entries: 0
051961 LOG1 Server 4 received command 3788783508912656726 | term: 3, index: 21
052723 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 22
052724 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
052725 APND Server 4 sending appendEntries to 0 | nextIndex: 21, logLength: 22
052728 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 22
052730 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
052732 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
052732 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 20, prevLogTerm: 3, leaderCommit: 20, entries: 1
052733 APND Server 4 sending appendEntries to 3 | nextIndex: 21, logLength: 22
052735 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
052740 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 20, prevLogTerm: 3, leaderCommit: 20, entries: 1
053730 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
053732 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
053733 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 22
053736 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
053738 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 22
053739 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
053746 APND Server 4 sending appendEntries to 3 | nextIndex: 22, logLength: 22
053747 APND Server 4 sending appendEntries to 0 | nextIndex: 22, logLength: 22
053754 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 21, prevLogTerm: 3, leaderCommit: 21, entries: 0
053754 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 21, prevLogTerm: 3, leaderCommit: 21, entries: 0
054031 LOG1 Server 4 received command 8313280115565324061 | term: 3, index: 22
054732 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
054734 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
054736 APND Server 4 sending appendEntries to 0 | nextIndex: 22, logLength: 23
054738 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
054743 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
054746 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 23
054749 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 23
054750 APND Server 4 sending appendEntries to 3 | nextIndex: 22, logLength: 23
054751 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 21, prevLogTerm: 3, leaderCommit: 21, entries: 1
054756 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 21, prevLogTerm: 3, leaderCommit: 21, entries: 1
055319 VOTE Server 2 started election for term 11
055733 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
055734 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
055736 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
055737 APND Server 4 sending appendEntries to 0 | nextIndex: 23, logLength: 23
055737 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
055743 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 23
055743 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 22, prevLogTerm: 3, leaderCommit: 22, entries: 0
055747 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 23
055750 APND Server 4 sending appendEntries to 3 | nextIndex: 23, logLength: 23
055761 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 22, prevLogTerm: 3, leaderCommit: 22, entries: 0
055892 LOG1 Server 4 received command 2267556421715844536 | term: 3, index: 23
056737 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
056745 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 24
056744 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
056748 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
056750 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
056751 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 24
056754 APND Server 4 sending appendEntries to 0 | nextIndex: 23, logLength: 24
056757 APND Server 4 sending appendEntries to 3 | nextIndex: 23, logLength: 24
056760 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 22, prevLogTerm: 3, leaderCommit: 22, entries: 1
056766 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 22, prevLogTerm: 3, leaderCommit: 22, entries: 1
057738 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
057740 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
057741 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
057743 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
057749 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 24
057752 APND Server 4 sending appendEntries to 0 | nextIndex: 24, logLength: 24
057753 APND Server 4 sending appendEntries to 3 | nextIndex: 24, logLength: 24
057753 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 24
057758 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 23, prevLogTerm: 3, leaderCommit: 23, entries: 0
057759 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 23, prevLogTerm: 3, leaderCommit: 23, entries: 0
057952 LOG1 Server 4 received command 1090519697999484089 | term: 3, index: 24
058749 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
058750 APND Server 4 sending appendEntries to 3 | nextIndex: 24, logLength: 25
058751 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
058751 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 25
058754 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
058758 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 23, prevLogTerm: 3, leaderCommit: 23, entries: 1
058759 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 25
058762 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
058762 APND Server 4 sending appendEntries to 0 | nextIndex: 24, logLength: 25
058768 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 23, prevLogTerm: 3, leaderCommit: 23, entries: 1
059759 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
059761 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
059760 APND Server 4 sending appendEntries to 3 | nextIndex: 25, logLength: 25
059765 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
059765 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 25
059772 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 24, prevLogTerm: 3, leaderCommit: 24, entries: 0
059774 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 25
059779 APND Server 4 sending appendEntries to 0 | nextIndex: 25, logLength: 25
059782 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
059788 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 24, prevLogTerm: 3, leaderCommit: 24, entries: 0
060022 LOG1 Server 4 received command 5704523872935524506 | term: 3, index: 25
060081 VOTE Server 2 started election for term 12
060773 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
060774 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 26
060775 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
060775 APND Server 4 sending appendEntries to 0 | nextIndex: 25, logLength: 26
060777 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
060778 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 26
060781 APND Server 4 sending appendEntries to 3 | nextIndex: 25, logLength: 26
060786 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
060789 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 24, prevLogTerm: 3, leaderCommit: 24, entries: 1
060791 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 24, prevLogTerm: 3, leaderCommit: 24, entries: 1
061782 APND Server 4 sending appendEntries to 3 | nextIndex: 26, logLength: 26
061783 APND Server 4 sending appendEntries to 0 | nextIndex: 26, logLength: 26
061785 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 26
061785 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
061786 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 26
061786 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
061789 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
061793 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
061800 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 25, prevLogTerm: 3, leaderCommit: 25, entries: 0
061801 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 25, prevLogTerm: 3, leaderCommit: 25, entries: 0
062079 LOG1 Server 4 received command 4402861113833624958 | term: 3, index: 26
062787 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
062787 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 27
062793 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
062793 APND Server 4 sending appendEntries to 3 | nextIndex: 26, logLength: 27
062799 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 27
062809 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 25, prevLogTerm: 3, leaderCommit: 25, entries: 1
062813 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
062813 APND Server 4 sending appendEntries to 0 | nextIndex: 26, logLength: 27
062816 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
062829 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 25, prevLogTerm: 3, leaderCommit: 25, entries: 1
063696 VOTE Server 2 started election for term 13
063797 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 27
063799 APND Server 4 sending appendEntries to 0 | nextIndex: 27, logLength: 27
063802 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
063803 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
063806 APND Server 4 sending appendEntries to 3 | nextIndex: 27, logLength: 27
063813 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
063817 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 27
063818 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 26, prevLogTerm: 3, leaderCommit: 26, entries: 0
063817 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
063824 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 26, prevLogTerm: 3, leaderCommit: 26, entries: 0
063950 LOG1 Server 4 received command 3694850929911312585 | term: 3, index: 27
064810 APND Server 4 sending appendEntries to 3 | nextIndex: 27, logLength: 28
064812 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
064813 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 28
064814 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
064822 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 26, prevLogTerm: 3, leaderCommit: 26, entries: 1
064828 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 28
064828 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
064830 APND Server 4 sending appendEntries to 0 | nextIndex: 27, logLength: 28
064830 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
064842 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 26, prevLogTerm: 3, leaderCommit: 26, entries: 1
065814 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
065816 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
065817 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 28
065818 APND Server 4 sending appendEntries to 0 | nextIndex: 28, logLength: 28
065821 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 28
065824 APND Server 4 sending appendEntries to 3 | nextIndex: 28, logLength: 28
065818 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
065828 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
065831 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 27, prevLogTerm: 3, leaderCommit: 27, entries: 0
065832 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 27, prevLogTerm: 3, leaderCommit: 27, entries: 0
066015 LOG1 Server 4 received command 889272667515938198 | term: 3, index: 28
066818 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 29
066819 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
066820 APND Server 4 sending appendEntries to 0 | nextIndex: 28, logLength: 29
066820 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
066823 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 29
066824 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
066829 APND Server 4 sending appendEntries to 3 | nextIndex: 28, logLength: 29
066831 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
066834 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 27, prevLogTerm: 3, leaderCommit: 27, entries: 1
066835 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 27, prevLogTerm: 3, leaderCommit: 27, entries: 1
067557 VOTE Server 2 started election for term 14
067824 APND Server 4 sending appendEntries to 3 | nextIndex: 29, logLength: 29
067824 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
067825 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 29
067825 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
067827 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
067831 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 28, prevLogTerm: 3, leaderCommit: 28, entries: 0
067832 APND Server 4 sending appendEntries to 0 | nextIndex: 29, logLength: 29
067833 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 29
067835 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
067836 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 28, prevLogTerm: 3, leaderCommit: 28, entries: 0
068083 LOG1 Server 4 received command 5807652598506672410 | term: 3, index: 29
068836 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
068838 APND Server 4 sending appendEntries to 3 | nextIndex: 29, logLength: 30
068838 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
068839 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 30
068839 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
068845 APND Server 4 sending appendEntries to 0 | nextIndex: 29, logLength: 30
068856 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 30
068848 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
068848 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 28, prevLogTerm: 3, leaderCommit: 28, entries: 1
068862 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 28, prevLogTerm: 3, leaderCommit: 28, entries: 1
069841 APND Server 4 sending appendEntries to 3 | nextIndex: 30, logLength: 30
069842 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
069844 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
069845 APND Server 4 sending appendEntries to 0 | nextIndex: 30, logLength: 30
069848 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 30
069848 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
069851 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 30
069856 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 29, prevLogTerm: 3, leaderCommit: 29, entries: 0
069857 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
069862 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 29, prevLogTerm: 3, leaderCommit: 29, entries: 0
070141 LOG1 Server 4 received command 2873434253938358495 | term: 3, index: 30
070847 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 31
070848 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
070848 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 31
070850 APND Server 4 sending appendEntries to 0 | nextIndex: 30, logLength: 31
070853 APND Server 4 sending appendEntries to 3 | nextIndex: 30, logLength: 31
070856 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
070858 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 29, prevLogTerm: 3, leaderCommit: 29, entries: 1
070858 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
070862 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
070863 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 29, prevLogTerm: 3, leaderCommit: 29, entries: 1
071851 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
071855 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
071852 APND Server 4 sending appendEntries to 3 | nextIndex: 31, logLength: 31
071858 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
071860 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 31
071861 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
071864 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 30, prevLogTerm: 3, leaderCommit: 30, entries: 0
071868 APND Server 4 sending appendEntries to 0 | nextIndex: 31, logLength: 31
071869 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 31
071873 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 30, prevLogTerm: 3, leaderCommit: 30, entries: 0
072016 LOG1 Server 4 received command 55255385142339945 | term: 3, index: 31
072192 VOTE Server 2 started election for term 15
072856 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
072854 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 32
072861 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
072862 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 32
072873 APND Server 4 sending appendEntries to 0 | nextIndex: 31, logLength: 32
072878 APND Server 4 sending appendEntries to 3 | nextIndex: 31, logLength: 32
072880 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
072882 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
072888 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 30, prevLogTerm: 3, leaderCommit: 30, entries: 1
072889 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 30, prevLogTerm: 3, leaderCommit: 30, entries: 1
073861 APND Server 4 sending appendEntries to 0 | nextIndex: 32, logLength: 32
073862 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
073864 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 32
073865 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
073868 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 31, prevLogTerm: 3, leaderCommit: 31, entries: 0
073871 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 32
073872 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
073873 APND Server 4 sending appendEntries to 3 | nextIndex: 32, logLength: 32
073874 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
073880 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 31, prevLogTerm: 3, leaderCommit: 31, entries: 0
074080 LOG1 Server 4 received command 8575920869513355977 | term: 3, index: 32
074867 APND Server 4 sending appendEntries to 3 | nextIndex: 32, logLength: 33
074867 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
074871 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
074872 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
074874 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 31, prevLogTerm: 3, leaderCommit: 31, entries: 1
074876 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
074870 APND Server 4 sending appendEntries to 0 | nextIndex: 32, logLength: 33
074880 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 33
074882 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 33
074886 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 31, prevLogTerm: 3, leaderCommit: 31, entries: 1
075807 VOTE Server 2 started election for term 16
075871 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 33
075872 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
075873 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 33
075873 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
075878 APND Server 4 sending appendEntries to 0 | nextIndex: 33, logLength: 33
075880 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
075880 APND Server 4 sending appendEntries to 3 | nextIndex: 33, logLength: 33
075881 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
075884 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 32, prevLogTerm: 3, leaderCommit: 32, entries: 0
075886 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 32, prevLogTerm: 3, leaderCommit: 32, entries: 0
075934 LOG1 Server 4 received command 881955138679727061 | term: 3, index: 33
076879 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
076881 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
076883 APND Server 4 sending appendEntries to 0 | nextIndex: 33, logLength: 34
076884 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
076884 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 34
076888 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 34
076889 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 32, prevLogTerm: 3, leaderCommit: 32, entries: 1
076892 APND Server 4 sending appendEntries to 3 | nextIndex: 33, logLength: 34
076893 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
076899 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 32, prevLogTerm: 3, leaderCommit: 32, entries: 1
077889 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 34
077891 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
077892 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
077892 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 34
077895 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
077899 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
077899 APND Server 4 sending appendEntries to 0 | nextIndex: 34, logLength: 34
077902 APND Server 4 sending appendEntries to 3 | nextIndex: 34, logLength: 34
077907 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 33, prevLogTerm: 3, leaderCommit: 33, entries: 0
077908 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 33, prevLogTerm: 3, leaderCommit: 33, entries: 0
078003 LOG1 Server 4 received command 8706503307835298400 | term: 3, index: 34
078891 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 35
078891 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
078894 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 35
079098 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
079100 APND Server 4 sending appendEntries to 3 | nextIndex: 34, logLength: 35
079103 APND Server 4 sending appendEntries to 0 | nextIndex: 34, logLength: 35
079105 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
079106 APND Server 3 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 33, prevLogTerm: 3, leaderCommit: 33, entries: 1
079107 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
079109 APND Server 0 received appendEntries | term: 3, leaderId: 4, prevLogIndex: 33, prevLogTerm: 3, leaderCommit: 33, entries: 1
079660 VOTE Server 2 started election for term 17
079895 APND Server 4 sending appendEntries to 1 | nextIndex: 2, logLength: 35
079897 APND Server 4 sending appendEntries to 2 | nextIndex: 2, logLength: 35
079897 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
079900 APND Server 4 sending appendEntries to 3 | nextIndex: 35, logLength: 35
079903 APND Server 4 sending appendEntries to 0 | nextIndex: 35, logLength: 35
079909 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
