Test (2B): leader backs up quickly over incorrect follower logs ...
2024/03/04 22:12:54 004164 VOTE Server 1 started election for term 1
2024/03/04 22:12:54 004192 VOTE Server 2 received requestVote | term: 1, candidateId: 1, lastLogIndex: 0, lastLogTerm: 0
2024/03/04 22:12:58 044334 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 13, prevLogTerm: 3, leaderCommit: 13, entries: 1
2024/03/04 22:12:58 044545 CMIT Server 0 applied command 7613034624242846591 | term: 3, index: 14
2024/03/04 22:12:58 045340 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 15
2024/03/04 22:12:58 045341 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 045340 APND Server 0 sending appendEntries to 3 | nextIndex: 15, logLength: 15
2024/03/04 22:12:58 045342 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 045343 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 15
2024/03/04 22:12:58 045343 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 045347 APND Server 0 sending appendEntries to 4 | nextIndex: 15, logLength: 15
2024/03/04 22:12:58 045347 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:58 045359 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 14, prevLogTerm: 3, leaderCommit: 14, entries: 0
2024/03/04 22:12:58 045360 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 14, prevLogTerm: 3, leaderCommit: 14, entries: 0
2024/03/04 22:12:58 045391 CMIT Server 3 applied command 7613034624242846591 | term: 3, index: 14
2024/03/04 22:12:58 045392 CMIT Server 4 applied command 7613034624242846591 | term: 3, index: 14
2024/03/04 22:12:58 045465 LOG1 Server 0 received command 7675234629835385222 | term: 3, index: 15
2024/03/04 22:12:58 046349 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 046350 APND Server 0 sending appendEntries to 3 | nextIndex: 15, logLength: 16
2024/03/04 22:12:58 046350 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 046351 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 16
2024/03/04 22:12:58 046356 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 16
2024/03/04 22:12:58 046357 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 14, prevLogTerm: 3, leaderCommit: 14, entries: 1
2024/03/04 22:12:58 046359 APND Server 0 sending appendEntries to 4 | nextIndex: 15, logLength: 16
2024/03/04 22:12:58 046359 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:58 046360 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 046362 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 14, prevLogTerm: 3, leaderCommit: 14, entries: 1
2024/03/04 22:12:58 046565 CMIT Server 0 applied command 7675234629835385222 | term: 3, index: 15
2024/03/04 22:12:58 046670 VOTE Server 2 started election for term 8
2024/03/04 22:12:58 047350 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 047351 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:58 047351 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 16
2024/03/04 22:12:58 047352 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 047353 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 047354 APND Server 0 sending appendEntries to 4 | nextIndex: 16, logLength: 16
2024/03/04 22:12:58 047355 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 16
2024/03/04 22:12:58 047357 APND Server 0 sending appendEntries to 3 | nextIndex: 16, logLength: 16
2024/03/04 22:12:58 047358 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 15, prevLogTerm: 3, leaderCommit: 15, entries: 0
2024/03/04 22:12:58 047360 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 15, prevLogTerm: 3, leaderCommit: 15, entries: 0
2024/03/04 22:12:58 047416 CMIT Server 3 applied command 7675234629835385222 | term: 3, index: 15
2024/03/04 22:12:58 047417 CMIT Server 4 applied command 7675234629835385222 | term: 3, index: 15
2024/03/04 22:12:58 047520 LOG1 Server 0 received command 8953391399229839246 | term: 3, index: 16
2024/03/04 22:12:58 048360 APND Server 0 sending appendEntries to 3 | nextIndex: 16, logLength: 17
2024/03/04 22:12:58 048361 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 17
2024/03/04 22:12:58 048363 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:58 048364 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 048364 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 15, prevLogTerm: 3, leaderCommit: 15, entries: 1
2024/03/04 22:12:58 048364 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 048365 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 048363 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 17
2024/03/04 22:12:58 048371 APND Server 0 sending appendEntries to 4 | nextIndex: 16, logLength: 17
2024/03/04 22:12:58 048378 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 15, prevLogTerm: 3, leaderCommit: 15, entries: 1
2024/03/04 22:12:58 048463 CMIT Server 0 applied command 8953391399229839246 | term: 3, index: 16
2024/03/04 22:12:58 049362 APND Server 0 sending appendEntries to 4 | nextIndex: 17, logLength: 17
2024/03/04 22:12:58 049364 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 17
2024/03/04 22:12:58 049365 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:58 049366 APND Server 0 sending appendEntries to 3 | nextIndex: 17, logLength: 17
2024/03/04 22:12:58 049366 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 049366 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 16, prevLogTerm: 3, leaderCommit: 16, entries: 0
2024/03/04 22:12:58 049367 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 049367 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 17
2024/03/04 22:12:58 049371 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 049371 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 16, prevLogTerm: 3, leaderCommit: 16, entries: 0
2024/03/04 22:12:58 049445 CMIT Server 3 applied command 8953391399229839246 | term: 3, index: 16
2024/03/04 22:12:58 049446 CMIT Server 4 applied command 8953391399229839246 | term: 3, index: 16
2024/03/04 22:12:58 049577 LOG1 Server 0 received command 2094295137530808874 | term: 3, index: 17
2024/03/04 22:12:58 050363 APND Server 0 sending appendEntries to 3 | nextIndex: 17, logLength: 18
2024/03/04 22:12:58 050364 APND Server 0 sending appendEntries to 4 | nextIndex: 17, logLength: 18
2024/03/04 22:12:58 050366 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 18
2024/03/04 22:12:58 050366 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 050368 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 16, prevLogTerm: 3, leaderCommit: 16, entries: 1
2024/03/04 22:12:58 050368 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 16, prevLogTerm: 3, leaderCommit: 16, entries: 1
2024/03/04 22:12:58 050369 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 18
2024/03/04 22:12:58 050371 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 050374 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:58 050374 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 050523 CMIT Server 0 applied command 2094295137530808874 | term: 3, index: 17
2024/03/04 22:12:58 051169 VOTE Server 2 started election for term 9
2024/03/04 22:12:58 051370 APND Server 0 sending appendEntries to 3 | nextIndex: 18, logLength: 18
2024/03/04 22:12:58 051370 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 051371 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 18
2024/03/04 22:12:58 051372 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 18
2024/03/04 22:12:58 051375 APND Server 0 sending appendEntries to 4 | nextIndex: 18, logLength: 18
2024/03/04 22:12:58 051376 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 051376 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 17, prevLogTerm: 3, leaderCommit: 17, entries: 0
2024/03/04 22:12:58 051377 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:58 051378 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 051384 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 17, prevLogTerm: 3, leaderCommit: 17, entries: 0
2024/03/04 22:12:58 051482 CMIT Server 3 applied command 2094295137530808874 | term: 3, index: 17
2024/03/04 22:12:58 051483 CMIT Server 4 applied command 2094295137530808874 | term: 3, index: 17
2024/03/04 22:12:58 051639 LOG1 Server 0 received command 366755085968545501 | term: 3, index: 18
2024/03/04 22:12:58 052380 APND Server 0 sending appendEntries to 4 | nextIndex: 18, logLength: 19
2024/03/04 22:12:58 052381 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 19
2024/03/04 22:12:58 052383 APND Server 0 sending appendEntries to 3 | nextIndex: 18, logLength: 19
2024/03/04 22:12:58 052384 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 19
2024/03/04 22:12:58 052384 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 052385 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 17, prevLogTerm: 3, leaderCommit: 17, entries: 1
2024/03/04 22:12:58 052386 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 17, prevLogTerm: 3, leaderCommit: 17, entries: 1
2024/03/04 22:12:58 052387 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 052389 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:58 052390 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:58 052437 CMIT Server 0 applied command 366755085968545501 | term: 3, index: 18
2024/03/04 22:12:59 053393 APND Server 0 sending appendEntries to 3 | nextIndex: 19, logLength: 19
2024/03/04 22:12:59 053393 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 053394 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 19
2024/03/04 22:12:59 053394 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:59 053397 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 053397 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 18, prevLogTerm: 3, leaderCommit: 18, entries: 0
2024/03/04 22:12:59 053398 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 19
2024/03/04 22:12:59 053400 APND Server 0 sending appendEntries to 4 | nextIndex: 19, logLength: 19
2024/03/04 22:12:59 053401 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 053401 CMIT Server 3 applied command 366755085968545501 | term: 3, index: 18
2024/03/04 22:12:59 053403 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 18, prevLogTerm: 3, leaderCommit: 18, entries: 0
2024/03/04 22:12:59 053502 CMIT Server 4 applied command 366755085968545501 | term: 3, index: 18
2024/03/04 22:12:59 053709 LOG1 Server 0 received command 6272469040510860277 | term: 3, index: 19
2024/03/04 22:12:59 054396 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 054396 APND Server 0 sending appendEntries to 4 | nextIndex: 19, logLength: 20
2024/03/04 22:12:59 054398 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 054399 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 20
2024/03/04 22:12:59 054401 APND Server 0 sending appendEntries to 3 | nextIndex: 19, logLength: 20
2024/03/04 22:12:59 054401 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 18, prevLogTerm: 3, leaderCommit: 18, entries: 1
2024/03/04 22:12:59 054402 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 20
2024/03/04 22:12:59 054402 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:59 054404 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 054407 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 18, prevLogTerm: 3, leaderCommit: 18, entries: 1
2024/03/04 22:12:59 054451 CMIT Server 0 applied command 6272469040510860277 | term: 3, index: 19
2024/03/04 22:12:59 055405 APND Server 0 sending appendEntries to 4 | nextIndex: 20, logLength: 20
2024/03/04 22:12:59 055406 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 055407 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 055408 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 20
2024/03/04 22:12:59 055411 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 19, prevLogTerm: 3, leaderCommit: 19, entries: 0
2024/03/04 22:12:59 055411 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 20
2024/03/04 22:12:59 055412 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:59 055414 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 055414 APND Server 0 sending appendEntries to 3 | nextIndex: 20, logLength: 20
2024/03/04 22:12:59 055418 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 19, prevLogTerm: 3, leaderCommit: 19, entries: 0
2024/03/04 22:12:59 055499 CMIT Server 4 applied command 6272469040510860277 | term: 3, index: 19
2024/03/04 22:12:59 055499 CMIT Server 3 applied command 6272469040510860277 | term: 3, index: 19
2024/03/04 22:12:59 055500 VOTE Server 2 started election for term 10
2024/03/04 22:12:59 055563 LOG1 Server 0 received command 8086743808545476408 | term: 3, index: 20
2024/03/04 22:12:59 056408 APND Server 0 sending appendEntries to 4 | nextIndex: 20, logLength: 21
2024/03/04 22:12:59 056408 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 056411 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 21
2024/03/04 22:12:59 056413 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 21
2024/03/04 22:12:59 056414 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 056415 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 19, prevLogTerm: 3, leaderCommit: 19, entries: 1
2024/03/04 22:12:59 056416 APND Server 0 sending appendEntries to 3 | nextIndex: 20, logLength: 21
2024/03/04 22:12:59 056417 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 056420 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:59 056421 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 19, prevLogTerm: 3, leaderCommit: 19, entries: 1
2024/03/04 22:12:59 056551 CMIT Server 0 applied command 8086743808545476408 | term: 3, index: 20
2024/03/04 22:12:59 057416 APND Server 0 sending appendEntries to 3 | nextIndex: 21, logLength: 21
2024/03/04 22:12:59 057417 APND Server 0 sending appendEntries to 4 | nextIndex: 21, logLength: 21
2024/03/04 22:12:59 057418 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 21
2024/03/04 22:12:59 057417 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 057420 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 21
2024/03/04 22:12:59 057422 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 20, prevLogTerm: 3, leaderCommit: 20, entries: 0
2024/03/04 22:12:59 057424 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:59 057425 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 057427 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 20, prevLogTerm: 3, leaderCommit: 20, entries: 0
2024/03/04 22:12:59 057427 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 057513 CMIT Server 4 applied command 8086743808545476408 | term: 3, index: 20
2024/03/04 22:12:59 057513 CMIT Server 3 applied command 8086743808545476408 | term: 3, index: 20
2024/03/04 22:12:59 057631 LOG1 Server 0 received command 856626017841962133 | term: 3, index: 21
2024/03/04 22:12:59 058422 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:59 058423 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 22
2024/03/04 22:12:59 058424 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 058425 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 058425 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 22
2024/03/04 22:12:59 058427 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 058429 APND Server 0 sending appendEntries to 3 | nextIndex: 21, logLength: 22
2024/03/04 22:12:59 058431 APND Server 0 sending appendEntries to 4 | nextIndex: 21, logLength: 22
2024/03/04 22:12:59 058435 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 20, prevLogTerm: 3, leaderCommit: 20, entries: 1
2024/03/04 22:12:59 058436 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 20, prevLogTerm: 3, leaderCommit: 20, entries: 1
2024/03/04 22:12:59 058584 CMIT Server 0 applied command 856626017841962133 | term: 3, index: 21
2024/03/04 22:12:59 059425 APND Server 0 sending appendEntries to 4 | nextIndex: 22, logLength: 22
2024/03/04 22:12:59 059425 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 059426 APND Server 0 sending appendEntries to 3 | nextIndex: 22, logLength: 22
2024/03/04 22:12:59 059426 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:59 059427 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 22
2024/03/04 22:12:59 059428 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 059429 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 21, prevLogTerm: 3, leaderCommit: 21, entries: 0
2024/03/04 22:12:59 059429 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 22
2024/03/04 22:12:59 059432 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 21, prevLogTerm: 3, leaderCommit: 21, entries: 0
2024/03/04 22:12:59 059432 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 059540 CMIT Server 3 applied command 856626017841962133 | term: 3, index: 21
2024/03/04 22:12:59 059540 CMIT Server 4 applied command 856626017841962133 | term: 3, index: 21
2024/03/04 22:12:59 059700 LOG1 Server 0 received command 3040821713229766856 | term: 3, index: 22
2024/03/04 22:12:59 060425 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 060426 APND Server 0 sending appendEntries to 4 | nextIndex: 22, logLength: 23
2024/03/04 22:12:59 060427 APND Server 0 sending appendEntries to 3 | nextIndex: 22, logLength: 23
2024/03/04 22:12:59 060428 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:59 060428 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 23
2024/03/04 22:12:59 060429 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 060430 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 21, prevLogTerm: 3, leaderCommit: 21, entries: 1
2024/03/04 22:12:59 060431 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 23
2024/03/04 22:12:59 060433 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 060436 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 21, prevLogTerm: 3, leaderCommit: 21, entries: 1
2024/03/04 22:12:59 060503 VOTE Server 2 started election for term 11
2024/03/04 22:12:59 060503 CMIT Server 0 applied command 3040821713229766856 | term: 3, index: 22
2024/03/04 22:12:59 061437 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 061437 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 23
2024/03/04 22:12:59 061438 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 061439 APND Server 0 sending appendEntries to 3 | nextIndex: 23, logLength: 23
2024/03/04 22:12:59 061441 APND Server 0 sending appendEntries to 4 | nextIndex: 23, logLength: 23
2024/03/04 22:12:59 061442 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 061443 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 23
2024/03/04 22:12:59 061447 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 22, prevLogTerm: 3, leaderCommit: 22, entries: 0
2024/03/04 22:12:59 061447 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:59 061447 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 22, prevLogTerm: 3, leaderCommit: 22, entries: 0
2024/03/04 22:12:59 061450 CMIT Server 4 applied command 3040821713229766856 | term: 3, index: 22
2024/03/04 22:12:59 061452 CMIT Server 3 applied command 3040821713229766856 | term: 3, index: 22
2024/03/04 22:12:59 061551 LOG1 Server 0 received command 6180498411063837409 | term: 3, index: 23
2024/03/04 22:12:59 062440 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 062441 APND Server 0 sending appendEntries to 4 | nextIndex: 23, logLength: 24
2024/03/04 22:12:59 062442 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 24
2024/03/04 22:12:59 062442 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 24
2024/03/04 22:12:59 062445 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 22, prevLogTerm: 3, leaderCommit: 22, entries: 1
2024/03/04 22:12:59 062445 APND Server 0 sending appendEntries to 3 | nextIndex: 23, logLength: 24
2024/03/04 22:12:59 062446 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:12:59 062446 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 062447 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:12:59 062448 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 22, prevLogTerm: 3, leaderCommit: 22, entries: 1
2024/03/04 22:12:59 062513 CMIT Server 0 applied command 6180498411063837409 | term: 3, index: 23
2024/03/04 22:13:00 063452 APND Server 0 sending appendEntries to 4 | nextIndex: 24, logLength: 24
2024/03/04 22:13:00 063452 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:13:00 063453 APND Server 0 sending appendEntries to 3 | nextIndex: 24, logLength: 24
2024/03/04 22:13:00 063455 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 24
2024/03/04 22:13:00 063455 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:13:00 063458 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 23, prevLogTerm: 3, leaderCommit: 23, entries: 0
2024/03/04 22:13:00 063459 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 24
2024/03/04 22:13:00 063462 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 23, prevLogTerm: 3, leaderCommit: 23, entries: 0
2024/03/04 22:13:00 063462 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:13:00 063465 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:13:00 063560 CMIT Server 4 applied command 6180498411063837409 | term: 3, index: 23
2024/03/04 22:13:00 063560 CMIT Server 3 applied command 6180498411063837409 | term: 3, index: 23
2024/03/04 22:13:00 063622 LOG1 Server 0 received command 4252064161475242662 | term: 3, index: 24
2024/03/04 22:13:00 064457 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:13:00 064458 APND Server 0 sending appendEntries to 3 | nextIndex: 24, logLength: 25
2024/03/04 22:13:00 064459 APND Server 1 sending appendEntries to 0 | nextIndex: 2, logLength: 52
2024/03/04 22:13:00 064460 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
2024/03/04 22:13:00 064463 APND Server 3 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 23, prevLogTerm: 3, leaderCommit: 23, entries: 1
2024/03/04 22:13:00 064464 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:13:00 064459 APND Server 0 sending appendEntries to 2 | nextIndex: 2, logLength: 25
2024/03/04 22:13:00 064472 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 25
2024/03/04 22:13:00 064474 APND Server 0 sending appendEntries to 4 | nextIndex: 24, logLength: 25
2024/03/04 22:13:00 064479 APND Server 4 received appendEntries | term: 3, leaderId: 0, prevLogIndex: 23, prevLogTerm: 3, leaderCommit: 23, entries: 1
2024/03/04 22:13:00 064526 CMIT Server 0 applied command 4252064161475242662 | term: 3, index: 24
2024/03/04 22:13:00 064961 VOTE Server 2 started election for term 12
2024/03/04 22:13:00 065473 APND Server 1 sending appendEntries to 4 | nextIndex: 2, logLength: 52
2024/03/04 22:13:00 065474 APND Server 0 sending appendEntries to 3 | nextIndex: 25, logLength: 25
2024/03/04 22:13:00 065474 APND Server 1 sending appendEntries to 2 | nextIndex: 52, logLength: 52
2024/03/04 22:13:00 065475 APND Server 0 sending appendEntries to 1 | nextIndex: 2, logLength: 25
2024/03/04 22:13:00 065476 APND Server 1 sending appendEntries to 3 | nextIndex: 2, logLength: 52
